paper_id,paper_title,cell_type,mode,model,experimental_stimulus,neural_activity,behavioral_consequence,ecological_context,techniques_used,summary
302b2d0cd0052892065975e91f0f0b2000de77d9,Flexible Circuit Mechanisms for Context-Dependent Song Sequencing,pC2,experimental,qwen3.5:35b,Optogenetic activation (csChrimson); Genetic silencing (TNT),Drives pIP10 neurons (confirmed via expansion microscopy). Visual and auditory cues drive activity.,"Solitary activation drives pulse followed by rebound sine. Brief activity drives Pfast song, sustained activity drives Pslow song. Silencing reduces song amount and complexity.","Top of song circuit hierarchy. Integrates sensory information (distance, angle) to determine song composition (simple vs complex) and pulse type during courtship.","['Optogenetics', 'Behavioral analysis', 'Genetic silencing (TNT)', 'Expansion microscopy']",pC2 neurons drive pIP10 and recruit P1a to disinhibit VNC circuits. They integrate sensory cues to control the transition between simple and complex song bouts and pulse song types.
302b2d0cd0052892065975e91f0f0b2000de77d9,Flexible Circuit Mechanisms for Context-Dependent Song Sequencing,Dsx+ (VNC),experimental,qwen3.5:35b,Optogenetic activation of pIP10 while recording,Two-photon calcium imaging (GCaMP6s) in Dsx+ TN1 neurons shows subpopulations with correlated or anti-correlated activity patterns.,Activity patterns map to pulse and sine song production. Rebound circuitry contained within VNC.,VNC circuits shaped by mutual inhibition and rebound excitability enable context-dependent song sequencing.,"['Two-photon calcium imaging', 'Optogenetics']","Dsx+ VNC neurons form a rebound circuit with mutual inhibition. Specific subpopulations correlate with pulse or sine song modes, enabling complex sequence generation in the near context."
5fcd81e3637c25a51232e5cf19588d86bee7a030,Opposing subclasses of Drosophila ellipsoid body neurons promote and suppress sleep,ER3d neurons,experimental,qwen3.5:35b,Thermogenetic activation using TrpA1 (30–31°C) during nighttime; Optogenetic activation not tested in primary results,GABAergic neurons (colocalize with GABA immunostaining),"Activation shortens sleep bout duration and increases probability of awakening (P(wake)), reducing sleep maintenance without causing locomotor hyperactivity. Wake-promoting effects require GABAergic signaling (suppressed by Gad1-KI-Gal80). RNAi knockdown of Gad1 did not consistently alter baseline sleep.",Suggested to function in resetting arousal thresholds or gating state transitions to stabilize sleep–wake states.,"['Thermogenetics (TrpA1)', 'Activity monitoring (Trikinetics, Multibeam)', 'Split-Gal4', 'Immunohistochemistry (GABA)', 'Gad1-KI-Gal80 repression', 'Tsh-Gal80 repression']","ER3d neurons are GABAergic; their thermogenetic activation promotes wakefulness by shortening sleep bouts and increasing awakening probability, a process dependent on GABAergic signaling."
5fcd81e3637c25a51232e5cf19588d86bee7a030,Opposing subclasses of Drosophila ellipsoid body neurons promote and suppress sleep,ER3m neurons,experimental,qwen3.5:35b,Thermogenetic activation using TrpA1 (30–31°C) during daytime; Optogenetic activation using CsChrimson (630 nm red light),GABAergic (colocalize with GABA immunostaining); Increased presynaptic BRP abundance (21.2%) after sleep deprivation (STaR reporter),"Activation increases total sleep time, sleep bout duration, and decreases probability of awakening (P(wake)). Reduces arousability to mechanical vibration. Knockdown of Gad1 synthesis prevents increase in sleep following antennal injury. Split-Gal4 activation did not increase sleep.",Required for the increase in sleep following traumatic antennal injury (postinjury sleep) to promote presynaptic active zone removal.,"['Thermogenetics (TrpA1)', 'Optogenetics (CsChrimson)', 'Activity monitoring (Trikinetics, Multibeam)', 'STaR reporter (BRP)', 'Immunohistochemistry (GABA, BRP)', 'Gad1 RNAi', 'Antennal injury', 'Split-Gal4', 'Tsh-Gal80 repression']","ER3m neurons are GABAergic; activation of drivers labeling them increases sleep consolidation and reduces arousability, and they are required for post-injury sleep, though refined Split-Gal4 lines did not replicate sleep promotion."
802ab04966139c5c95aa04131809e4aa65187239,Drosophila Tachykininergic Neurons Modulate the Activity of Two Groups of Receptor-Expressing Neurons to Regulate Aggressive Tone,Tk-GAL4FruM neurons,experimental,qwen3.5:35b,"Optogenetic activation (CsChrimson, 625 nm LED, 0.5–5 Hz); Tachykinin (Tk) overexpression or null mutation",Activity-dependent release of tachykinin; co-expresses choline acetyltransferase (ChAT); cholinergic and tachykinergic outputs,Promotes male-directed aggression (lunges); Tk overexpression enhances aggression intensity and induces attacks on female targets; Tk null mutation attenuates aggression,Male-directed aggression toward other males; qualitative change in target preference observed with Tk overexpression,"['Optogenetics', 'Behavioral assays (lunges)', 'Immunohistochemistry', 'Functional imaging']",Tk-GAL4FruM neurons promote male-directed aggression via tachykinin and acetylcholine release; tachykinin levels modulate aggression intensity and target specificity.
802ab04966139c5c95aa04131809e4aa65187239,Drosophila Tachykininergic Neurons Modulate the Activity of Two Groups of Receptor-Expressing Neurons to Regulate Aggressive Tone,TkR86CLexA neurons,experimental,qwen3.5:35b,"Optogenetic activation of Tk-GAL4FruM neurons; Tachykinin levels (wild-type, mutant, overexpression); Cholinergic blockade (mecamylamine)",Increased GCaMP6f fluorescence (calcium activity) in the superior medial protocerebrum (SMP); response attenuated in Tk mutants and blocked by mecamylamine,Necessary for Tk-GAL4FruM neuron-induced aggression; blocking transmission with Shibirets at 32°C significantly reduces lunges,Mediates aggression circuit downstream of Tk-GAL4FruM neurons,"['Functional imaging (GCaMP6f)', 'Optogenetics', 'Pharmacology (mecamylamine)', 'Behavioral assays', 'Trans-Tango']",TkR86C-expressing neurons are synaptically downstream of Tk-GAL4FruM neurons; they receive cholinergic and tachykinergic input necessary for aggression.
802ab04966139c5c95aa04131809e4aa65187239,Drosophila Tachykininergic Neurons Modulate the Activity of Two Groups of Receptor-Expressing Neurons to Regulate Aggressive Tone,TkR99DLexA neurons,experimental,qwen3.5:35b,Optogenetic activation of Tk-GAL4FruM neurons with and without Tk overexpression,Recruited (increased GCaMP6f fluorescence in ring-adjacent region) only when tachykinin is overexpressed; not activated under wild-type Tk levels,Recruitment correlates with excessive aggression; optogenetic activation of TkR99DLexA ∩ fruFLP subset mildly induces lunges,Recruitment associated with escalated aggression levels,"['Functional imaging (GCaMP6f)', 'Optogenetics', 'Behavioral assays']","TkR99D-expressing neurons are recruited specifically during high tachykinin release, contributing to excessive aggression."
802ab04966139c5c95aa04131809e4aa65187239,Drosophila Tachykininergic Neurons Modulate the Activity of Two Groups of Receptor-Expressing Neurons to Regulate Aggressive Tone,TkR99DLexA ∩ fruFLP neurons,experimental,qwen3.5:35b,Optogenetic activation (CsChrimson),Activation induces activity (implied by behavioral readout),Mildly induced lunges toward wild-type male flies,Contributes to male aggression circuit,"['Optogenetics', 'Behavioral assays']",A subset of TkR99D neurons expressing fruitless can mildly induce aggression when optogenetically activated.
f8d9441b1a513babb97c1ece94750077908b7d98,A rise-to-threshold signal for a relative value deliberation,"oviDNs (oviDNa, oviDNb)",experimental,qwen3.5:35b,"Substrate transitions (0, 200, 500 mM sucrose); Optogenetic stimulation (CsChrimson); Internal state (ovulation)","Two-photon calcium imaging showed [Ca2+] dips during ovulation, drifts up and down during search, and reaches a consistent peak (~0.35 ΔF/F) before egg deposition. Signal tracks relative substrate value (faster rise on preferred substrate). Electrophysiology showed [Ca2+] changes lag voltage/spike rate changes.","Optogenetic activation triggers abdomen bend and egg deposition. Inhibition (Kir2.1, GtACR1) suppresses egg laying. Gentle hyperpolarization (Kir2.1*) increases search duration and increases fraction of eggs laid on preferred substrate.",Egg-laying site selection is critical for progeny survival. Flies search for high-quality substrates mimicking rotting fruit (low sucrose) and make relative-value decisions.,"['two-photon calcium imaging', 'optogenetics (CsChrimson, GtACR1, Kir2.1)', 'electrophysiology (patch-clamp)', 'genetic manipulation']",oviDNs express a rise-to-threshold calcium signal during egg-laying decision making; activity tracks substrate relative value and triggers egg deposition upon reaching threshold.
f8d9441b1a513babb97c1ece94750077908b7d98,A rise-to-threshold signal for a relative value deliberation,oviENs,experimental,qwen3.5:35b,Optogenetic inhibition (GtACR1),Synaptic input to oviDNs established via hemibrain connectome; physiological activity not measured during behavior in this paper.,Inhibition markedly reduced total number of eggs laid; required for egg laying.,Component of the recurrent circuit regulating egg-laying decision process.,"['optogenetics (GtACR1)', 'hemibrain connectome analysis']",oviENs are part of a recurrent circuit feeding into oviDNs and are required for egg laying.
f8d9441b1a513babb97c1ece94750077908b7d98,A rise-to-threshold signal for a relative value deliberation,Group U cells,experimental,qwen3.5:35b,Optogenetic inhibition (GtACR1),Constitute a recurrent circuit with oviENs and Group G; physiological activity not measured during behavior in this paper.,Inhibition markedly reduced total number of eggs laid; required for egg laying.,Component of the recurrent circuit regulating egg-laying decision process.,"['optogenetics (GtACR1)', 'hemibrain connectome analysis']","Group U cells form a recurrent circuit with oviENs and Group G, and are required for egg laying."
f8d9441b1a513babb97c1ece94750077908b7d98,A rise-to-threshold signal for a relative value deliberation,Group G cells,experimental,qwen3.5:35b,Optogenetic inhibition (GtACR1),Constitute a recurrent circuit with oviENs and Group U; physiological activity not measured during behavior in this paper.,Inhibition markedly reduced total number of eggs laid; required for egg laying.,Component of the recurrent circuit regulating egg-laying decision process.,"['optogenetics (GtACR1)', 'hemibrain connectome analysis']","Group G cells form a recurrent circuit with oviENs and Group U, and are required for egg laying."
